Código,Nome,Pólo,Turmas,Discentes,Cancelamentos,Reprovações Média,Reprovações Nota,Reprovações Falta,Reprovações Média e Falta,Reprovações Nota e Falta,Trancamentos,Total Insucesso
CIC0189,PROJETO E ANÁLISE DE ALGORITMOS,,1,2,0,1,0,0,0,0,1,2
FGA0150,PROJETO INTEGRADOR DE ENGENHARIA 1,,5,114,0,6,0,0,0,0,8,14
FGA0250,PROJETO INTEGRADOR DE ENGENHARIA 2,,5,84,0,1,0,0,0,0,1,2
CEM0051,PROMOÇÃO DA SAÚDE 3,,1,59,1,3,0,0,0,0,9,13
PPB0046,PSICOLOGIA COGNITIVA 1,,1,1,0,0,0,0,0,0,1,1
PCL0015,PSICOLOGIA DA PERSONALIDADE 1,,1,1,0,0,0,0,0,0,1,1
FGA0315,QUALIDADE DE SOFTWARE 1,,2,98,1,7,0,1,0,0,5,14
IQD0126,QUIMICA GERAL EXPERIMENTAL,,3,3,0,1,0,0,0,0,0,1
IQD0125,QUIMICA GERAL TEORICA,,5,11,0,4,0,0,0,0,1,5
CIC0124,REDES DE COMPUTADORES,,3,7,0,1,0,0,0,0,0,1
FGA0313,REQUISITOS DE SOFTWARE,,4,164,5,1,0,1,0,0,11,18
MAT0087,SEMINARIO TOPICOS ESPECIAIS,,1,3,0,0,0,0,0,0,0,0
FGA0167,SISTEMAS AUTOMOTIVOS,,1,6,0,0,0,0,0,0,2,2
FGA0137,SISTEMAS DE BANCO DE DADOS 1,,3,187,1,6,0,11,0,0,7,25
FGA0060,SISTEMAS DE BANCO DE DADOS 2,,3,200,5,5,0,15,0,0,27,52
FGA0135,SISTEMAS DE BANCOS DE DADOS,,1,1,0,0,0,0,0,0,0,0
FGA0118,SISTEMAS DE INFORMAÇÃO GEOGRÁFICA PARA ENGENHARIA,,1,1,0,0,0,0,0,0,0,0
ENE0039,SISTEMAS DIGITAIS,,2,4,0,0,0,2,0,0,1,3
FGA0103,SISTEMAS OPERACIONAIS EMBARCADOS,,1,4,0,0,0,0,0,0,1,1
ADM0021,SOCIOLOGIA APLICADA À ADMINISTRAÇÃO,,1,1,0,0,0,1,0,0,0,1
CIC0197,TECNICAS DE PROGRAMAÇÃO 1,,1,1,0,0,0,1,0,0,0,1
FGA0242,TÉCNICAS DE PROGRAMAÇÃO EM PLATAFORMAS EMERGENTES,,1,81,2,1,0,0,0,0,0,3
CEN0055,TECNICAS EXPERIMENTAIS DE ARTES CENICAS 2,,1,1,0,0,0,0,0,0,0,0
FGA0067,TEORIA DE CIRCUITOS ELETRÔNICOS 1,,1,1,0,0,0,0,0,0,1,1
FGA0073,TEORIA DE ELETRÔNICA DIGITAL 1,,3,197,3,33,0,18,0,0,8,62
MAT0038,TEORIA DOS NÚMEROS 1,,2,28,0,9,0,0,0,0,3,12
FGA0314,TESTES DE SOFTWARE,,2,129,1,0,0,4,0,0,4,9
CIC0087,TOPICOS AVANCADOS EM COMPUTADORES,,1,2,0,0,0,0,0,0,2,2
PPB0066,TOPICOS EM PSICOBIOLOGIA,,1,1,0,0,0,0,0,0,0,0
FGA0134,TÓPICOS ESPECIAIS DE ENGENHARIA DE SOFTWARE,,2,98,3,11,0,12,0,0,42,68
POL0021,TÓPICOS ESPECIAIS EM CIÊNCIA POLÍTICA 1,,1,1,0,0,0,0,0,0,0,0
FGA0261,TÓPICOS ESPECIAIS EM ELETRONICA,,3,16,0,1,0,0,0,0,0,1
FGA0037,TÓPICOS ESPECIAIS EM ENGENHARIA AEROESPACIAL,,1,1,0,0,0,0,0,0,0,0
FGA0214,TÓPICOS ESPECIAIS EM ENGENHARIA AUTOMOTIVA,,1,1,0,0,0,0,0,0,1,1
FGA0034,TÓPICOS ESPECIAIS EM MATEMÁTICA APLICADA,,1,27,1,0,0,0,0,0,0,1
FGA0053,TÓPICOS ESPECIAIS EM PROGRAMAÇÃO,,1,111,1,37,0,8,0,0,25,71
DPG1322,TÓPICOS ESPECIAIS EM SISTEMAS BIOMÉDICOS ELETRÔNICOS,,1,1,0,0,0,0,0,0,0,0
CEM0015,"UNIVERSIDADE, SOCIEDADE E ESTADO",,1,2,0,0,0,1,0,0,0,1
DSC0172,VIGILÂNCIA EPIDEMIOLÓGICA PARTICIPATIVA,,1,303,1,14,0,0,0,0,3,18
Total:,,,324,7387,206,892,0,263,0,0,523,1884
